geoid10,landareasqm,waterareasqm,intptlat10,intptlon10,historicalgrizzlyrange,disttocurrentgrizzlyrangem,dev_share,crop_share,pasture_share,gasslands_share,startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,locationlatitude,locationlongitude,distributionchannel,userlanguage,q_recaptchascore,q_ballotboxstuffing,state,q27,q29,q1,q2,q3,q35,q54_1,q54_2,q54_3,q28_1,q28_2,q28_3,q3645,q20,q32,q21,q22,q23,q25,q24,q26,q3654,q30,q31,q34,opp,transaction_id,svid,rid,risn,gc,term,region,ls,ps
60613,5632032,1114040,41.956947,-87.654274,0,1716675,.67000002,0,0,0,2023-05-30T09:07:23Z,2023-05-30T09:10:03Z,IP Address,207.181.246.218,100,160,TRUE,2023-05-30T09:10:04Z,R_1NmQC6x2ghONGez,NA,NA,NA,NA,41.848202,-87.6521,anonymous,EN,1,NA,Illinois,35 to 44 years,Male,Very important,Not informed at all,Not informed at all,NA,5+,2,1,5+,2,1,Decrease (more strict) thresholds,6 to 10 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Liberal,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],1922uBNtA6wdIZyOto3jj5,15954811,NA,NA,1,NA,National,{Invalid Expression},696
60626,4415534,1192512,42.010017,-87.667091,0,1714049,.82999998,0,0,0,2023-05-30T09:24:25Z,2023-05-30T09:27:41Z,IP Address,172.58.166.216,100,196,TRUE,2023-05-30T09:27:42Z,R_3oGgmEKIUE9MYHQ,NA,NA,NA,NA,41.804001,-87.707001,anonymous,EN,1,NA,Illinois,20 to 24 years,Female,Important,Not informed at all,Not informed at all,NA,1,3,4,2,4,5+,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],5e54eQja1A9umZFMF688AI,15954811,NA,NA,1,NA,National,{Invalid Expression},696
60628,28281719,194243,41.690876,-87.615776,0,1727683,.93000001,0,0,0,2023-05-30T08:37:55Z,2023-05-30T08:44:45Z,IP Address,98.46.83.29,100,410,TRUE,2023-05-30T08:44:46Z,R_3Kw1qvfrB8V4n6i,NA,NA,NA,NA,41.848202,-87.6521,anonymous,EN,1,NA,Illinois,75 to 84 years,Male,Very important,Informed,Slightly informed,NA,2,5+,5+,2,5+,5+,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],0M5y5bZnkdatuWhkYmKM9T,15905568,NA,NA,1,NA,National,{Invalid Expression},593
60638,28764864,0,41.781429,-87.770523,0,1712870,1,0,0,0,2023-05-30T13:30:12Z,2023-05-30T13:34:43Z,IP Address,24.12.97.222,100,270,TRUE,2023-05-30T13:34:43Z,R_1pMOHQwqoC18ab7,NA,NA,NA,NA,41.804001,-87.707001,anonymous,EN,1,NA,Illinois,20 to 24 years,Male,Important,Informed,Informed,NA,3,3,3,3,3,3,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],5dJ3QDpDjefh3dxQ8czAXc,15905568,NA,NA,1,NA,National,{Invalid Expression},593
60646,11840699,0,41.993019,-87.759628,0,1707180,.93000001,0,0,0,2023-05-30T08:20:25Z,2023-05-30T08:24:38Z,IP Address,73.73.144.45,100,252,TRUE,2023-05-30T08:24:39Z,R_2Tz4bUs9Hwit0by,NA,NA,NA,NA,41.848202,-87.6521,anonymous,EN,1,NA,Illinois,35 to 44 years,Female,Important,Not informed at all,Not informed at all,NA,3,2,1,4,3,2,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $75,000 and $99,999",Qual37847-0505-GrizzlyBears-[BM],05Q2FepPLfiRfqqMASxdlT,15954811,NA,NA,1,NA,National,{Invalid Expression},696
60649,7586748,2576180,41.76342,-87.56588,0,1729780,.75,0,0,0,2023-05-30T10:54:35Z,2023-05-30T10:58:42Z,IP Address,174.240.252.180,100,247,TRUE,2023-05-30T10:58:43Z,R_9Bu5foK3FEqdIo9,NA,NA,NA,NA,41.8764,-87.613297,anonymous,EN,1,NA,Illinois,45 to 54 years,Male,Important,Slightly informed,Not informed at all,NA,5+,5+,5+,5+,5+,5+,Do not change thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Very conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],1Co5PgRNWpk6DCNBjJ2Bgt,15954811,NA,NA,1,NA,National,{Invalid Expression},696
60827,18168374,1229641,41.649433,-87.633575,0,1727920,.94,0,0,0,2023-05-30T08:16:39Z,2023-05-30T08:18:59Z,IP Address,73.45.251.182,100,139,TRUE,2023-05-30T08:18:59Z,R_yBDtxQxdXHQXe01,NA,NA,NA,NA,41.418201,-87.774002,anonymous,EN,1,NA,Illinois,35 to 44 years,Female,Slightly important,Slightly informed,Slightly informed,NA,3,5+,5+,2,5+,5+,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],31FpukQnCAnSYMwVI2SLRz,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61107,38402981,340716,42.285465,-89.001648,0,1599480,.86000001,.1,0,0,2023-05-30T08:33:02Z,2023-05-30T08:37:03Z,IP Address,76.157.173.90,100,240,TRUE,2023-05-30T08:37:03Z,R_2ZWbCQTAkjEatSK,NA,NA,NA,NA,42.273899,-89.047401,anonymous,EN,1,NA,Illinois,25 to 34 years,Female,Very important,Slightly informed,Slightly informed,NA,1,2,3,1,Unlimited (never remove),5+,Decrease (more strict) thresholds,1 to 5 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Liberal,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],4GWOkyzHCLhCgX3znwTeOn,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61265,48860871,3780513,41.482334,-90.493408,0,1503042,.69999999,.02,0,0,2023-05-30T08:52:26Z,2023-05-30T08:55:46Z,IP Address,208.123.240.79,100,200,TRUE,2023-05-30T08:55:46Z,R_1ruiEqaTQAYDjyj,NA,NA,NA,NA,41.484501,-90.320999,anonymous,EN,0.8999999761581421,NA,Illinois,20 to 24 years,Female,Very important,Slightly informed,Not informed at all,NA,4,2,5+,4,3,Unlimited (never remove),Increase (more lenient) thresholds,6 to 10 times,Agree,1 to 5 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Moderate,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],3nEmoE068TG3ZTBqRJaYPY,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61440,132193902,22904,40.30558,-90.598625,0,1525411,.0099999998,.66000003,.050000001,0,2023-05-30T09:40:14Z,2023-05-30T09:47:58Z,IP Address,64.6.1.211,100,464,TRUE,2023-05-30T09:47:59Z,R_3rIJ60SJgAglfw8,NA,NA,NA,NA,40.327099,-90.615501,anonymous,EN,0.8999999761581421,NA,Illinois,65 to 74 years,Male,Important,Slightly informed,Not informed at all,NA,2,1,1,3,1,1,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],2PCRaIgQL5irz1wE34BcE8,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61486,111462379,62055,41.194794,-90.576439,0,1504229,.02,.52999997,.12,0,2023-05-30T08:24:46Z,2023-05-30T08:28:03Z,IP Address,69.161.40.55,100,197,TRUE,2023-05-30T08:28:04Z,R_1JVevIi42swpEXy,NA,NA,NA,NA,41.200901,-90.592201,anonymous,EN,0.8999999761581421,NA,Illinois,25 to 34 years,Female,Slightly important,Slightly informed,Not informed at all,NA,3,2,5+,3,5+,3,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],69QQtAcM9wrTXfwjpz7RAi,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61605,10732623,0,40.676586,-89.633308,0,1594308,.89999998,0,0,0,2023-05-30T12:19:19Z,2023-05-30T12:22:27Z,IP Address,166.205.124.87,100,188,TRUE,2023-05-30T12:22:28Z,R_2VjTdmpJfdYvSTl,NA,NA,NA,NA,41.848598,-87.628799,anonymous,EN,0.800000011920929,NA,Alabama,25 to 34 years,Female,Important,Very informed,Informed,NA,4,2,5+,2,5+,3,Increase (more lenient) thresholds,11 to 15 times,Agree,6 to 10 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Very conservative,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],5F2gjpoN6JHybn49LQTUql,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61614,31256556,230889,40.759136,-89.604126,0,1594520,.87,0,0,0,2023-05-30T09:09:49Z,2023-05-30T09:12:07Z,IP Address,172.59.200.104,100,138,TRUE,2023-05-30T09:12:07Z,R_129GvZ4R76SUMLP,NA,NA,NA,NA,41.804001,-87.707001,anonymous,EN,1,NA,Illinois,35 to 44 years,Female,Slightly important,Slightly informed,Slightly informed,NA,4,5+,5+,5+,5+,5+,Increase (more lenient) thresholds,1 to 5 times,Agree,1 to 5 times,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],4GfpRMQwUplDwY8Rm3IlEt,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61802,214558747,337726,40.1315,-88.156769,0,1731457,.090000004,.79000002,0,0,2023-05-30T09:03:45Z,2023-05-30T09:08:19Z,IP Address,67.173.96.39,100,274,TRUE,2023-05-30T09:08:19Z,R_YWbiC83AN78Xa9z,NA,NA,NA,NA,40.0746,-88.169098,anonymous,EN,0.8999999761581421,NA,Illinois,25 to 34 years,Female,Important,Slightly informed,Not informed at all,NA,5+,3,1,Unlimited (never remove),3,3,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Associate degree,Conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],10qqVGbPwwQkKWRnMCUsuR,15954811,NA,NA,1,NA,National,{Invalid Expression},696
61832,67130620,2965804,40.136234,-87.636467,0,1773431,.56999999,.039999999,0,0,2023-05-30T09:15:35Z,2023-05-30T09:19:25Z,IP Address,98.253.140.118,100,230,TRUE,2023-05-30T09:19:26Z,R_2hNCqarO51RQUZb,NA,NA,NA,NA,40.141201,-87.626404,anonymous,EN,0.8999999761581421,NA,Illinois,35 to 44 years,Female,Important,Not informed at all,Not informed at all,NA,3,1,1,5+,3,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Less than high school,Very liberal,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],4D0BTikYlFFhgzFbZk684O,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62044,269821967,531709,39.363052,-90.22155,0,1587163,.0099999998,.57999998,.059999999,0,2023-05-30T08:55:06Z,2023-05-30T08:57:19Z,IP Address,192.183.88.127,100,132,TRUE,2023-05-30T08:57:20Z,R_2CUohQrKc0CxRhi,NA,NA,NA,NA,40.307201,-88.144501,anonymous,EN,0.8999999761581421,NA,Illinois,65 to 74 years,Male,Important,Not informed at all,Not informed at all,NA,3,2,1,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],2xczhnLpGU8fELnzSG2oNv,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62526,159722239,665857,39.901604,-88.98941,0,1669552,.25999999,.63,.0099999998,.0099999998,2023-05-30T08:29:08Z,2023-05-30T08:34:46Z,IP Address,98.46.176.175,100,338,TRUE,2023-05-30T08:34:47Z,R_bmaEguqTC5voV0d,NA,NA,NA,NA,39.861599,-88.935501,anonymous,EN,1,NA,Illinois,55 to 59 years,Female,Very important,Slightly informed,Not informed at all,NA,5+,1,1,5+,3,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Liberal,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],5W5yWHKQ5MJ99i9HKuxQZA,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62526,159722239,665857,39.901604,-88.98941,0,1669552,.25999999,.63,.0099999998,.0099999998,2023-05-30T10:06:34Z,2023-05-30T10:11:08Z,IP Address,174.208.227.242,100,273,TRUE,2023-05-30T10:11:08Z,R_ezgTj7131kNulnX,NA,NA,NA,NA,41.850201,-87.673599,anonymous,EN,0.8999999761581421,NA,Illinois,35 to 44 years,Male,Very important,Slightly informed,Not informed at all,NA,5+,1,1,Unlimited (never remove),Unlimited (never remove),1,Do not change thresholds,More than 15 times,Agree,No visits in past five years,NA,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],7eQCWWbIUeNcw4cyVv1xuU,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62704,31260113,37539,39.773499,-89.683838,0,1616426,.93000001,.07,0,0,2023-05-30T08:16:07Z,2023-05-30T08:19:56Z,IP Address,75.35.122.166,100,229,TRUE,2023-05-30T08:19:56Z,R_3hFHuJZov2EJJpb,NA,NA,NA,NA,39.769699,-89.688599,anonymous,EN,0.800000011920929,NA,Illinois,20 to 24 years,Female,Important,Slightly informed,Not informed at all,NA,1,3,4,2,3,4,Decrease (more strict) thresholds,11 to 15 times,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],5OjZ3vWKwEtCsqGlPYjkLo,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62884,81096345,2135926,38.083366,-89.056168,0,1731433,.02,.34,.19,.050000001,2023-05-30T08:18:22Z,2023-05-30T08:23:32Z,IP Address,166.196.114.36,100,310,TRUE,2023-05-30T08:23:33Z,R_9HMsQnKLc3ojyAV,NA,NA,NA,NA,38.5774,-90.670898,anonymous,EN,1,NA,Illinois,55 to 59 years,Male,Important,Slightly informed,Not informed at all,NA,4,2,1,2,1,1,Decrease (more strict) thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Conservative,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],2vaI2BaOA1T3SqTk6Gacut,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62896,166766629,3484415,37.890491,-88.91597,0,1751033,.12,.36000001,.12,0,2023-05-30T08:44:36Z,2023-05-30T08:50:45Z,IP Address,50.45.15.175,100,369,TRUE,2023-05-30T08:50:46Z,R_3QRktsBgplUYhWM,NA,NA,NA,NA,37.8978,-88.928101,anonymous,EN,0.8999999761581421,NA,Illinois,25 to 34 years,Male,Important,Not informed at all,Not informed at all,NA,2,2,2,3,3,3,Do not change thresholds,6 to 10 times,Agree,6 to 10 times,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Moderate,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],15LwtvkHzNdx8O7Cu8Ajor,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62935,144371833,1867857,37.839546,-88.63485,0,1776063,.02,.38,.2,.0099999998,2023-05-25T17:57:59Z,2023-05-25T18:02:21Z,IP Address,73.37.213.230,100,262,TRUE,2023-05-25T18:02:22Z,R_33ej5PJOxP1lG6O,NA,NA,NA,NA,44.9114,-93.489799,anonymous,EN,0.8999999761581421,NA,Minnesota,25 to 34 years,Male,Important,Slightly informed,Slightly informed,NA,4,2,2,4,3,3,Increase (more lenient) thresholds,No visits in past five years,Agree,No visits in past five years,Observed bear from a safe distance,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Moderate,"Between $65,000 and $74,999",Qual37847-0505-GrizzlyBears-[BM],0nzuf1ieVp9lH835H1gcZP,15954811,NA,NA,1,NA,National,{Invalid Expression},696
62952,253570615,6893919,37.417454,-89.343452,0,1738524,.02,.17,.050000001,.0099999998,2023-05-30T10:54:01Z,2023-05-30T10:57:00Z,IP Address,50.45.59.227,100,179,TRUE,2023-05-30T10:57:01Z,R_29idJh5MlU9MbFj,NA,NA,NA,NA,37.7202,-89.215698,anonymous,EN,0.8999999761581421,NA,Illinois,55 to 59 years,Male,Slightly important,Not informed at all,Not informed at all,NA,5+,5+,5+,Unlimited (never remove),Unlimited (never remove),Unlimited (never remove),Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],5gNWNXHNKICnykneaUsbrE,15905568,NA,NA,1,NA,National,{Invalid Expression},593
63010,56197574,1470382,38.43037,-90.392097,0,1608566,.50999999,0,0,0,2023-05-30T09:18:32Z,2023-05-30T09:23:22Z,IP Address,172.221.238.103,100,289,TRUE,2023-05-30T09:23:22Z,R_3CNMPVqHxZX02fJ,NA,NA,NA,NA,38.432098,-90.389603,anonymous,EN,0.8999999761581421,NA,Missouri,55 to 59 years,Male,Very important,Slightly informed,Not informed at all,NA,1,1,1,1,1,1,Decrease (more strict) thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Between $25,000 and $34,999",Qual37847-0505-GrizzlyBears-[BM],75bNYIAiRFhWcF1S1KNE7V,15954811,NA,NA,1,NA,National,{Invalid Expression},696
63021,57095469,512085,38.569839,-90.545692,0,1590397,.47999999,0,0,0,2023-05-30T08:45:09Z,2023-05-30T08:49:53Z,IP Address,24.107.76.159,100,283,TRUE,2023-05-30T08:49:53Z,R_3ESDuMOYIn9xwJ4,NA,NA,NA,NA,38.631302,-90.614098,anonymous,EN,1,NA,Missouri,55 to 59 years,Male,Very important,Not informed at all,Not informed at all,NA,3,2,1,1,3,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Very conservative,"Between $35,000 and $49,999",Qual37847-0505-GrizzlyBears-[BM],3n7h9CBqq7VxPA0wC0y1ZF,15905568,NA,NA,1,NA,National,{Invalid Expression},593
63041,35740653,109670,38.260132,-90.787529,0,1584108,.029999999,0,.090000004,0,2023-05-30T08:05:13Z,2023-05-30T08:08:30Z,IP Address,172.58.164.3,100,196,TRUE,2023-05-30T08:08:30Z,R_215u10ufCbH7xGp,NA,NA,NA,NA,41.804001,-87.707001,anonymous,EN,1,NA,Missouri,55 to 59 years,Female,Important,Not informed at all,Not informed at all,NA,3,1,2,3,3,3,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Conservative,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],7kJds7eVQP3cXttWmwKWIf,15954811,NA,NA,1,NA,National,{Invalid Expression},696
63103,5592487,0,38.629711,-90.216858,0,1614638,1,0,0,0,2023-05-30T08:11:56Z,2023-05-30T08:17:10Z,IP Address,71.85.227.137,100,313,TRUE,2023-05-30T08:17:11Z,R_2taH0quQjIpJbKw,NA,NA,NA,NA,38.615398,-90.215897,anonymous,EN,0.8999999761581421,NA,Missouri,75 to 84 years,Male,Important,Slightly informed,Not informed at all,NA,2,1,1,Unlimited (never remove),3,1,Increase (more lenient) thresholds,1 to 5 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Graduate Degree,Moderate,"Between $50,000 and $64,999",Qual37847-0505-GrizzlyBears-[BM],0k0BUpcyVCOXErrOYociAr,15954811,NA,NA,1,NA,National,{Invalid Expression},696
63121,18579755,4860,38.708061,-90.300629,0,1604677,1,0,0,0,2023-05-30T08:01:39Z,2023-05-30T08:07:15Z,IP Address,99.165.108.112,100,335,TRUE,2023-05-30T08:07:16Z,R_1N8EGkKdMJBMpjG,NA,NA,NA,NA,38.751801,-90.303802,anonymous,EN,0.8999999761581421,NA,Missouri,25 to 34 years,Male,Very important,Not informed at all,Not informed at all,NA,5+,3,2,Unlimited (never remove),Unlimited (never remove),5+,Do not change thresholds,6 to 10 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Very liberal,"Under $15,000",Qual37847-0505-GrizzlyBears-[BM],23DVUIU5cUuZPZ0apEpNqc,15905568,NA,NA,1,NA,National,{Invalid Expression},593
63123,32459385,92670,38.547432,-90.32811,0,1608945,.97000003,0,0,0,2023-05-30T09:22:28Z,2023-05-30T09:29:12Z,IP Address,71.81.148.150,100,403,TRUE,2023-05-30T09:29:13Z,R_3sAYSQKqpnCkJKi,NA,NA,NA,NA,38.6287,-90.198799,anonymous,EN,0.8999999761581421,NA,Missouri,65 to 74 years,Male,Important,Not informed at all,Not informed at all,NA,3,2,1,4,4,1,Do not change thresholds,No visits in past five years,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,Some college,Liberal,"Between $100,000 and $149,999",Qual37847-0505-GrizzlyBears-[BM],3coJ4SE3RfVHELVADtow80,15954811,NA,NA,1,NA,National,{Invalid Expression},696
63135,16240928,31512,38.74968,-90.298721,0,1603163,.94,0,0,0,2023-05-30T09:16:44Z,2023-05-30T09:19:41Z,IP Address,35.144.4.117,100,176,TRUE,2023-05-30T09:19:41Z,R_1rjfn1tnDy3zpgG,NA,NA,NA,NA,38.6287,-90.198799,anonymous,EN,0.8999999761581421,NA,Missouri,35 to 44 years,Female,Very important,Not informed at all,Slightly informed,NA,3,3,3,Unlimited (never remove),4,1,Do not change thresholds,6 to 10 times,Agree,No visits in past five years,No experience,"No, I do not and have not ever lived in this area.",NA,NA,NA,NA,High school graduate,Liberal,"Between $15,000 and $24,999",Qual37847-0505-GrizzlyBears-[BM],5GLWqXGphYHJ3OT8BTT1LC,15954811,NA,NA,1,NA,National,{Invalid Expression},696
